"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:14:49 PM",,,,
"Data de Referência...: 01/03/2020 - 31/03/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/04/14,129935,"ENVIO TED","9.500,00D","84.911,29D"
2020/04/14,130148,"ENVIO TED","2.400,00D","87.311,29D"
2020/04/14,130349,"ENVIO TED","3.600,00D","90.911,29D"
2020/04/14,133924,"ENVIO TED","2.374,53D","93.285,82D"
2020/04/14,134855,"ENVIO TED","2.802,80D","96.088,62D"
2020/04/14,135120,"ENVIO TED","3.028,20D","99.116,82D"
2020/04/14,135352,"ENVIO TED","6.580,00D","105.696,82D"
2020/04/14,137311,"ENVIO TED","2.369,58D","108.066,40D"
2020/04/14,137503,"ENVIO TED","1.528,74D","109.595,14D"
2020/04/14,137761,"ENVIO TED","509,58D","110.104,72D"
2020/04/14,727220,"RESG AUTOM",110104.72,0
2020/04/15,1,"CRED TED",68445.8,68445.8
2020/04/15,140573,"ENVIO TED","806,80D",67639
2020/04/15,151246,"ENVIO TEV","1.000.000,00D","932.361,00D"
2020/04/15,156197,"ENVIO TED","790,00D","933.151,00D"
2020/04/15,189105,"ENVIO TED","665,00D","933.816,00D"
2020/04/15,190063,"ENVIO TED","139.938,02D","1.073.754,02D"
2020/04/15,727220,"RESG AUTOM",1073754.02,0
2020/04/16,166481,"ENVIO TED","16.984,00D","16.984,00D"
2020/04/16,186926,"ENVIO TED","64.458,80D","81.442,80D"
2020/04/16,727220,"RESG AUTOM",81442.8,0
2020/04/17,197864,"PG LUZ/GAS","4.338,80D","4.338,80D"
2020/04/17,197865,"PG LUZ/GAS","1.368,89D","5.707,69D"
2020/04/17,197866,"PG LUZ/GAS","666,37D","6.374,06D"
2020/04/17,197867,"PG LUZ/GAS","837,61D","7.211,67D"
2020/04/17,197868,"PG LUZ/GAS","311,99D","7.523,66D"
2020/04/17,197869,"PG LUZ/GAS","630,61D","8.154,27D"
2020/04/17,197870,"PG LUZ/GAS","897,82D","9.052,09D"
2020/04/17,197872,"PG LUZ/GAS","2.651,57D","11.703,66D"
2020/04/17,284100,"PAG BOLETO","1.100,00D","12.803,66D"
2020/04/17,168498,"ENVIO TED","22.968,00D","35.771,66D"
2020/04/17,168927,"ENVIO TED","18.600,74D","54.372,40D"
2020/04/17,169107,"ENVIO TED","35,65D","54.408,05D"
2020/04/17,169675,"ENVIO TED","460,00D","54.868,05D"
2020/04/17,170043,"ENVIO TED","2.352,00D","57.220,05D"
2020/04/17,171259,"ENVIO TEV","500.000,00D","557.220,05D"
2020/04/17,180402,"ENVIO TED","175.000,00D","732.220,05D"
2020/04/17,180661,"ENVIO TED","3.450,00D","735.670,05D"
2020/04/17,727220,"RESG AUTOM",735670.05,0
2020/04/20,1,"CRED TED",6957.33,6957.33
2020/04/20,1,"CRED TED",280,7237.33
2020/04/20,1,"CRED TED",7665.22,14902.55
2020/04/20,1,"CRED TED",17720.98,32623.53
2020/04/20,990001,"APL AUTOM","32.623,53D",0
2020/04/22,132087,"ENVIO TED","720,00D","720,00D"
2020/04/22,193855,"ENVIO TED","2.400,00D","3.120,00D"
2020/04/22,194177,"ENVIO TED","19.658,10D","22.778,10D"
2020/04/22,221206,"ENVIO TEV","1.726,80D","24.504,90D"
2020/04/22,221207,"ENVIO TEV","2.566,56D","27.071,46D"
2020/04/22,727220,"RESG AUTOM",27071.46,0
2020/04/23,181166,"ENVIO TED","4.598,77D","4.598,77D"
2020/04/23,184180,"ENVIO TED","1.800,00D","6.398,77D"
2020/04/23,727220,"RESG AUTOM",6398.77,0
2020/04/24,496253,"PAG FONE","653,96D","653,96D"
2020/04/24,111843,"ENVIO TED","192,00D","845,96D"
2020/04/24,182876,"ENVIO TED","74.137,81D","74.983,77D"
2020/04/24,183166,"ENVIO TED","15.808,20D","90.791,97D"
2020/04/24,194958,"ENVIO TED","640,00D","91.431,97D"
2020/04/24,241223,"ENVIO TEV","720,00D","92.151,97D"
2020/04/24,241223,"ENVIO TEV","4.706,52D","96.858,49D"
2020/04/24,727220,"RESG AUTOM",96858.49,0
2020/04/27,414892,"PAG BOLETO","336,00D","336,00D"
2020/04/27,102471,"ENVIO TED","1.452,48D","1.788,48D"
2020/04/27,102801,"ENVIO TED","1.076,12D","2.864,60D"
2020/04/27,103512,"ENVIO TED","30.547,75D","33.412,35D"
2020/04/27,197787,"ENVIO TED","791,30D","34.203,65D"
2020/04/27,198003,"ENVIO TED","7.177,44D","41.381,09D"
2020/04/27,198202,"ENVIO TED","160,00D","41.541,09D"
2020/04/27,198527,"ENVIO TED","312,24D","41.853,33D"
2020/04/27,199508,"ENVIO TED","643,55D","42.496,88D"
2020/04/27,727220,"RESG AUTOM",42496.88,0
2020/04/28,126178,"ENVIO TED","19.952,04D","19.952,04D"
2020/04/28,126735,"ENVIO TED","15.791,39D","35.743,43D"
2020/04/28,127013,"ENVIO TED","17.002,51D","52.745,94D"
2020/04/28,127399,"ENVIO TED","229.843,94D","282.589,88D"
2020/04/28,152560,"ENVIO TED","579,60D","283.169,48D"
2020/04/28,280930,"ENVIO TEV","82.260,00D","365.429,48D"
2020/04/28,727220,"RESG AUTOM",365429.48,0
2020/04/29,155923,"DEVOL TED",4100,4100
2020/04/29,115441,"ENVIO TED","98,71D",4001.29
2020/04/29,115610,"ENVIO TED","49.225,00D","45.223,71D"
2020/04/29,115913,"ENVIO TED","1.242,00D","46.465,71D"
2020/04/29,116068,"ENVIO TED","316,00D","46.781,71D"
2020/04/29,136426,"ENVIO TED","3.000,00D","49.781,71D"
2020/04/29,149544,"ENVIO TED","500.000,00D","549.781,71D"
2020/04/29,149766,"ENVIO TED","169.492,34D","719.274,05D"
2020/04/29,150060,"ENVIO TED","165.040,00D","884.314,05D"
2020/04/29,150308,"ENVIO TED","59.947,92D","944.261,97D"
2020/04/29,150593,"ENVIO TED","5.423,43D","949.685,40D"
2020/04/29,150933,"ENVIO TED","322.732,24D","1.272.417,64D"
2020/04/29,151782,"ENVIO TED","12.494,05D","1.284.911,69D"
2020/04/29,152099,"ENVIO TED","5.924,50D","1.290.836,19D"
2020/04/29,152620,"ENVIO TED","73.378,53D","1.364.214,72D"
2020/04/29,154614,"ENVIO TED","465,00D","1.364.679,72D"
2020/04/29,155060,"ENVIO TED","3.019,80D","1.367.699,52D"
2020/04/29,155383,"ENVIO TED","3.019,80D","1.370.719,32D"
2020/04/29,155633,"ENVIO TED","5.087,50D","1.375.806,82D"
2020/04/29,155923,"ENVIO TED","4.100,00D","1.379.906,82D"
2020/04/29,156352,"ENVIO TED","181,30D","1.380.088,12D"
2020/04/29,156675,"ENVIO TED","11.264,00D","1.391.352,12D"
2020/04/29,290957,"ENVIO TEV","360.000,00D","1.751.352,12D"
2020/04/29,291102,"ENVIO TEV","3.019,80D","1.754.371,92D"
2020/04/29,727220,"RESG AUTOM",1754371.92,0
2020/04/30,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:29:37 PM",,,,
"Data de Referência...: 01/05/2020 - 31/05/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/05/01,-,"SALDO ANTERIOR",-,0
2020/05/04,1,"CRED TED",1200000,1200000
2020/05/04,41212,"ENVIO TEV","8.968,40D",1191031.6
2020/05/04,148981,"ENVIO TED","9.147,33D",1181884.27
2020/05/04,990001,"APL AUTOM","1.181.884,27D",0
2020/05/05,1,"CRED TED",207735.33,207735.33
2020/05/05,1,"CRED TED",8484177.78,8691913.11
2020/05/05,1,"CRED TED",27930,8719843.11
2020/05/05,1,"CRED TED",721082.35,9440925.46
2020/05/05,1,"CRED TED",28944.09,9469869.55
2020/05/05,1,"CRED TED",42910,9512779.55
2020/05/05,1,"CRED TED",30872.13,9543651.68
2020/05/05,1,"CRED TED",204243.98,9747895.66
2020/05/05,1,"CRED TED",146475,9894370.66
2020/05/05,1,"CRED TED",207200,10101570.66
2020/05/05,1,"CRED TED",17000,10118570.66
2020/05/05,1,"CRED TED",7500,10126070.66
2020/05/05,1,"CRED TED",3000,10129070.66
2020/05/05,1,"CRED TED",20960.49,10150031.15
2020/05/05,1,"CRED TED",1470,10151501.15
2020/05/05,576578,"PAG BOLETO","1.000,00D",10150501.15
2020/05/05,51322,"ENVIO TEV","3.404,94D",10147096.21
2020/05/05,51322,"ENVIO TEV","2.889,00D",10144207.21
2020/05/05,51322,"ENVIO TEV","150.000,00D",9994207.21
2020/05/05,51322,"ENVIO TEV","191.940,00D",9802267.21
2020/05/05,129032,"ENVIO TED","14.300,00D",9787967.21
2020/05/05,146473,"ENVIO TED","4.100,00D",9783867.21
2020/05/05,148889,"ENVIO TED","36.846,57D",9747020.64
2020/05/05,149284,"ENVIO TED","7.096,38D",9739924.26
2020/05/05,149862,"ENVIO TED","12.654,67D",9727269.59
2020/05/05,150253,"ENVIO TED","39.672,52D",9687597.07
2020/05/05,150522,"ENVIO TED","330,00D",9687267.07
2020/05/05,150861,"ENVIO TED","2.011,87D",9685255.2
2020/05/05,152276,"ENVIO TED","7.021,85D",9678233.35
2020/05/05,152595,"ENVIO TED","4.214,09D",9674019.26
2020/05/05,152946,"ENVIO TED","7.344,00D",9666675.26
2020/05/05,153260,"ENVIO TED","2.059,00D",9664616.26
2020/05/05,153756,"ENVIO TED","650,00D",9663966.26
2020/05/05,154710,"ENVIO TED","37,50D",9663928.76
2020/05/05,155625,"ENVIO TED","69,93D",9663858.83
2020/05/05,156039,"ENVIO TED","798,00D",9663060.83
2020/05/05,156377,"ENVIO TED","875,00D",9662185.83
2020/05/05,157054,"ENVIO TED","345,00D",9661840.83
2020/05/05,158396,"ENVIO TED","8.110,88D",9653729.95
2020/05/05,158680,"ENVIO TED","1.427,60D",9652302.35
2020/05/05,159014,"ENVIO TED","2.130,00D",9650172.35
2020/05/05,160335,"ENVIO TED","17.613,86D",9632558.49
2020/05/05,160662,"ENVIO TED","21.782,29D",9610776.2
2020/05/05,161169,"ENVIO TED","26.007,39D",9584768.81
2020/05/05,990001,"APL AUTOM","9.584.768,81D",0
2020/05/06,1,"CRED TED",40000,40000
2020/05/06,61007,"ENVIO TEV","1.178.876,25D","1.138.876,25D"
2020/05/06,61007,"ENVIO TEV","957.837,07D","2.096.713,32D"
2020/05/06,727220,"RESG AUTOM",2096713.32,0
2020/05/07,71021,"ENVIO TEV","216.548,00D","216.548,00D"
2020/05/07,71256,"ENVIO TEV","500.000,00D","716.548,00D"
2020/05/07,129638,"ENVIO TED","155.225,40D","871.773,40D"
2020/05/07,130105,"ENVIO TED","105,10D","871.878,50D"
2020/05/07,130429,"ENVIO TED","1.210,00D","873.088,50D"
2020/05/07,130800,"ENVIO TED","1.371,60D","874.460,10D"
2020/05/07,131052,"ENVIO TED","630,00D","875.090,10D"
2020/05/07,131604,"ENVIO TED","250,00D","875.340,10D"
2020/05/07,131942,"ENVIO TED","4.840,98D","880.181,08D"
2020/05/07,132216,"ENVIO TED","505,00D","880.686,08D"
2020/05/07,132630,"ENVIO TED","4.266,79D","884.952,87D"
2020/05/07,133623,"ENVIO TED","506,03D","885.458,90D"
2020/05/07,134016,"ENVIO TED","861,00D","886.319,90D"
2020/05/07,727220,"RESG AUTOM",886319.9,0
2020/05/08,81421,"ENVIO TEV","52.636,77D","52.636,77D"
2020/05/08,81421,"ENVIO TEV","148.015,10D","200.651,87D"
2020/05/08,81421,"ENVIO TEV","23.675,50D","224.327,37D"
2020/05/08,81423,"ENVIO TEV","998.467,67D","1.222.795,04D"
2020/05/08,81423,"ENVIO TEV","88.595,17D","1.311.390,21D"
2020/05/08,148292,"ENVIO TED","486.890,77D","1.798.280,98D"
2020/05/08,148754,"ENVIO TED","71.278,09D","1.869.559,07D"
2020/05/08,149374,"ENVIO TED","139.878,49D","2.009.437,56D"
2020/05/08,150049,"ENVIO TED","918,44D","2.010.356,00D"
2020/05/08,150477,"ENVIO TED","50.079,72D","2.060.435,72D"
2020/05/08,154171,"ENVIO TED","3.994,00D","2.064.429,72D"
2020/05/08,154515,"ENVIO TED","2.328,00D","2.066.757,72D"
2020/05/08,155887,"ENVIO TED","16.193,80D","2.082.951,52D"
2020/05/08,156226,"ENVIO TED","1.317,30D","2.084.268,82D"
2020/05/08,159820,"ENVIO TED","8.317,00D","2.092.585,82D"
2020/05/08,160609,"ENVIO TED","6.655,92D","2.099.241,74D"
2020/05/08,172360,"ENVIO TED","1.650,00D","2.100.891,74D"
2020/05/08,172812,"ENVIO TED","7.756,86D","2.108.648,60D"
2020/05/08,174147,"ENVIO TED","9.975,85D","2.118.624,45D"
2020/05/08,179264,"ENVIO TED","5.132,36D","2.123.756,81D"
2020/05/08,179721,"ENVIO TED","2.691,17D","2.126.447,98D"
2020/05/08,180346,"ENVIO TED","12.560,50D","2.139.008,48D"
2020/05/08,180829,"ENVIO TED","12.560,50D","2.151.568,98D"
2020/05/08,187436,"ENVIO TED","8.961,10D","2.160.530,08D"
2020/05/08,727220,"RESG AUTOM",2160530.08,0
2020/05/11,117626,"ENVIO TED","749,81D","749,81D"
2020/05/11,117882,"ENVIO TED","7.263,14D","8.012,95D"
2020/05/11,118280,"ENVIO TED","3.681,93D","11.694,88D"
2020/05/11,118542,"ENVIO TED","1.540,00D","13.234,88D"
2020/05/11,118794,"ENVIO TED","240,51D","13.475,39D"
2020/05/11,119418,"ENVIO TED","5.227,20D","18.702,59D"
2020/05/11,119671,"ENVIO TED","990,00D","19.692,59D"
2020/05/11,119934,"ENVIO TED","8.666,67D","28.359,26D"
2020/05/11,122175,"ENVIO TED","16.988,12D","45.347,38D"
2020/05/11,145966,"ENVIO TED","175.000,00D","220.347,38D"
2020/05/11,173960,"ENVIO TED","2.374,53D","222.721,91D"
2020/05/11,174763,"ENVIO TED","918,44D","223.640,35D"
2020/05/11,194855,"ENVIO TED","139.952,34D","363.592,69D"
2020/05/11,195220,"ENVIO TED","153,93D","363.746,62D"
2020/05/11,195609,"ENVIO TED","65,97D","363.812,59D"
2020/05/11,727220,"RESG AUTOM",363812.59,0
2020/05/12,130737,"ENVIO TED","74.121,25D","74.121,25D"
2020/05/12,727220,"RESG AUTOM",74121.25,0
2020/05/13,123592,"ENVIO TED","5.999,99D","5.999,99D"
2020/05/13,123783,"ENVIO TED","2.909,78D","8.909,77D"
2020/05/13,124022,"ENVIO TED","229,00D","9.138,77D"
2020/05/13,124240,"ENVIO TED","2.525,00D","11.663,77D"
2020/05/13,124474,"ENVIO TED","52.397,52D","64.061,29D"
2020/05/13,127491,"ENVIO TED","1.200,00D","65.261,29D"
2020/05/13,127731,"ENVIO TED","43.827,84D","109.089,13D"
2020/05/13,127926,"ENVIO TED","348,99D","109.438,12D"
2020/05/13,128157,"ENVIO TED","17.495,00D","126.933,12D"
2020/05/13,128398,"ENVIO TED","7.000,00D","133.933,12D"
2020/05/13,130004,"ENVIO TED","128,80D","134.061,92D"
2020/05/13,130227,"ENVIO TED","401,00D","134.462,92D"
2020/05/13,130451,"ENVIO TED","520,00D","134.982,92D"
2020/05/13,130683,"ENVIO TED","388,80D","135.371,72D"
2020/05/13,130909,"ENVIO TEV","459,50D","135.831,22D"
2020/05/13,130909,"ENVIO TEV","16.616,89D","152.448,11D"
2020/05/13,130921,"ENVIO TEV","5.820,16D","158.268,27D"
2020/05/13,131139,"ENVIO TED","2.805,00D","161.073,27D"
2020/05/13,134113,"ENVIO TED","3.377,91D","164.451,18D"
2020/05/13,134326,"ENVIO TED","200,00D","164.651,18D"
2020/05/13,134640,"ENVIO TED","670,19D","165.321,37D"
2020/05/13,134881,"ENVIO TED","287,22D","165.608,59D"
2020/05/13,143770,"ENVIO TED","3.000,00D","168.608,59D"
2020/05/13,144078,"ENVIO TED","6.580,00D","175.188,59D"
2020/05/13,727220,"RESG AUTOM",175188.59,0
2020/05/14,1,"CRED TED",1950143,1950143
2020/05/14,990001,"APL AUTOM","1.950.143,00D",0
2020/05/15,313689,"PAG FONE","570,77D","570,77D"
2020/05/15,151121,"ENVIO TEV","4.999,05D","5.569,82D"
2020/05/15,151121,"ENVIO TEV","11.294,15D","16.863,97D"
2020/05/15,151121,"ENVIO TEV","948.852,75D","965.716,72D"
2020/05/15,151121,"ENVIO TEV","925,75D","966.642,47D"
2020/05/15,151121,"ENVIO TEV","555,45D","967.197,92D"
2020/05/15,159965,"ENVIO TED","12.152,70D","979.350,62D"
2020/05/15,160334,"ENVIO TED","1.691,31D","981.041,93D"
2020/05/15,163344,"ENVIO TED","409,00D","981.450,93D"
2020/05/15,163694,"ENVIO TED","286.925,29D","1.268.376,22D"
2020/05/15,164026,"ENVIO TED","830,00D","1.269.206,22D"
2020/05/15,164570,"ENVIO TED","473.900,00D","1.743.106,22D"
2020/05/15,164947,"ENVIO TED","3.040,40D","1.746.146,62D"
2020/05/15,165242,"ENVIO TED","913,92D","1.747.060,54D"
2020/05/15,169383,"ENVIO TED","5.247,00D","1.752.307,54D"
2020/05/15,169715,"ENVIO TED","1.245,75D","1.753.553,29D"
2020/05/15,170173,"ENVIO TED","2.400,00D","1.755.953,29D"
2020/05/15,170752,"ENVIO TED","20.342,00D","1.776.295,29D"
2020/05/15,171391,"ENVIO TED","34.400,51D","1.810.695,80D"
2020/05/15,172522,"ENVIO TED","3.030,00D","1.813.725,80D"
2020/05/15,172831,"ENVIO TED","2.159,86D","1.815.885,66D"
2020/05/15,174117,"ENVIO TED","2.235,20D","1.818.120,86D"
2020/05/15,174474,"ENVIO TED","19.495,00D","1.837.615,86D"
2020/05/15,175103,"ENVIO TED","1.900,00D","1.839.515,86D"
2020/05/15,177621,"ENVIO TED","1.477,25D","1.840.993,11D"
2020/05/15,727220,"RESG AUTOM",1840993.11,0
2020/05/18,180839,"ENVIO TEV","295,80D","295,80D"
2020/05/18,727220,"RESG AUTOM",295.8,0
2020/05/19,1,"CRED TED",304,304
2020/05/19,1,"CRED TED",9855.86,10159.86
2020/05/19,1,"CRED TED",4012.88,14172.74
2020/05/19,139372,"ENVIO TED","1.129,67D",13043.07
2020/05/19,139659,"ENVIO TED","1.000,00D",12043.07
2020/05/19,139899,"ENVIO TED","4.185,60D",7857.47
2020/05/19,140146,"ENVIO TED","509,58D",7347.89
2020/05/19,140370,"ENVIO TED","2.369,58D",4978.31
2020/05/19,140653,"ENVIO TED","2.011,87D",2966.44
2020/05/19,141000,"ENVIO TED","4.214,09D","1.247,65D"
2020/05/19,141304,"ENVIO TED","7.021,85D","8.269,50D"
2020/05/19,141530,"ENVIO TED","330,00D","8.599,50D"
2020/05/19,141807,"ENVIO TED","19.658,10D","28.257,60D"
2020/05/19,142733,"ENVIO TED","1.528,74D","29.786,34D"
2020/05/19,151482,"ENVIO TED","5.838,56D","35.624,90D"
2020/05/19,152187,"ENVIO TED","44.626,55D","80.251,45D"
2020/05/19,727220,"RESG AUTOM",80251.45,0
2020/05/21,63589,"PAG BOLETO","645,24D","645,24D"
2020/05/21,63601,"PAG BOLETO","500,10D","1.145,34D"
2020/05/21,122330,"ENVIO TED","579,60D","1.724,94D"
2020/05/21,122701,"ENVIO TED","1.683,00D","3.407,94D"
2020/05/21,122880,"ENVIO TED","2.195,91D","5.603,85D"
2020/05/21,123109,"ENVIO TED","4.119,00D","9.722,85D"
2020/05/21,125088,"ENVIO TED","2.374,53D","12.097,38D"
2020/05/21,127699,"ENVIO TED","6.456,67D","18.554,05D"
2020/05/21,127988,"ENVIO TED","6.650,00D","25.204,05D"
2020/05/21,128209,"ENVIO TED","940,00D","26.144,05D"
2020/05/21,128442,"ENVIO TED","3.328,20D","29.472,25D"
2020/05/21,128647,"ENVIO TED","520,00D","29.992,25D"
2020/05/21,133385,"ENVIO TED","7.177,44D","37.169,69D"
2020/05/21,133615,"ENVIO TED","439,36D","37.609,05D"
2020/05/21,133832,"ENVIO TED","24.680,00D","62.289,05D"
2020/05/21,134087,"ENVIO TED","608,52D","62.897,57D"
2020/05/21,135119,"ENVIO TED","16.885,00D","79.782,57D"
2020/05/21,135493,"ENVIO TED","3.400,20D","83.182,77D"
2020/05/21,136260,"ENVIO TED","831,60D","84.014,37D"
2020/05/21,136480,"ENVIO TED","375,00D","84.389,37D"
2020/05/21,137521,"ENVIO TED","1.100,00D","85.489,37D"
2020/05/21,137750,"ENVIO TED","9.558,40D","95.047,77D"
2020/05/21,138105,"ENVIO TED","207,00D","95.254,77D"
2020/05/21,138329,"ENVIO TED","165,00D","95.419,77D"
2020/05/21,147711,"ENVIO TED","116,97D","95.536,74D"
2020/05/21,147988,"ENVIO TED","1.202,83D","96.739,57D"
2020/05/21,211007,"ENVIO TEV","529,20D","97.268,77D"
2020/05/21,211007,"ENVIO TEV","230,00D","97.498,77D"
2020/05/21,727220,"RESG AUTOM",97498.77,0
2020/05/22,147869,"ENVIO TED","5.750,00D","5.750,00D"
2020/05/22,727220,"RESG AUTOM",5750,0
2020/05/26,1,"CRED TED",1002797.29,1002797.29
2020/05/26,840154,"PG LUZ/GAS","795,90D",1002001.39
2020/05/26,990001,"APL AUTOM","1.002.001,39D",0
2020/05/27,1,"CRED TED",68445.8,68445.8
2020/05/27,120785,"ENVIO TED","7.137,38D",61308.42
2020/05/27,127549,"ENVIO TED","631,04D",60677.38
2020/05/27,128173,"ENVIO TED","15.791,40D",44885.98
2020/05/27,168187,"ENVIO TED","115.524,51D","70.638,53D"
2020/05/27,168854,"ENVIO TED","952,00D","71.590,53D"
2020/05/27,172859,"ENVIO TED","3.331,91D","74.922,44D"
2020/05/27,173116,"ENVIO TED","686,95D","75.609,39D"
2020/05/27,173382,"ENVIO TED","888,00D","76.497,39D"
2020/05/27,173654,"ENVIO TED","25.225,00D","101.722,39D"
2020/05/27,174311,"ENVIO TED","21.320,00D","123.042,39D"
2020/05/27,174891,"ENVIO TED","90.880,00D","213.922,39D"
2020/05/27,176137,"ENVIO TED","373,13D","214.295,52D"
2020/05/27,182608,"ENVIO TED","8.639,16D","222.934,68D"
2020/05/27,182936,"ENVIO TED","59.947,92D","282.882,60D"
2020/05/27,183195,"ENVIO TED","30.547,75D","313.430,35D"
2020/05/27,183584,"ENVIO TED","5.423,43D","318.853,78D"
2020/05/27,271221,"ENVIO TEV","82.260,00D","401.113,78D"
2020/05/27,271222,"ENVIO TEV","35.200,00D","436.313,78D"
2020/05/27,271223,"ENVIO TEV","35.200,00D","471.513,78D"
2020/05/27,727220,"RESG AUTOM",471513.78,0
2020/05/28,280811,"ENVIO TEV","540.000,00D","540.000,00D"
2020/05/28,727220,"RESG AUTOM",540000,0
2020/05/29,60635,"PAG FONE","380,94D","380,94D"
2020/05/29,113727,"ENVIO TED","24,00D","404,94D"
2020/05/29,114044,"ENVIO TED","225.408,93D","225.813,87D"
2020/05/29,115444,"ENVIO TED","2.829,18D","228.643,05D"
2020/05/29,116399,"ENVIO TED","977,50D","229.620,55D"
2020/05/29,152367,"ENVIO TED","786,50D","230.407,05D"
2020/05/29,153190,"ENVIO TED","127,50D","230.534,55D"
2020/05/29,153629,"ENVIO TED","17.002,51D","247.537,06D"
2020/05/29,291014,"ENVIO TEV","52.636,77D","300.173,83D"
2020/05/29,291230,"ENVIO TEV","469,00D","300.642,83D"
2020/05/29,291231,"ENVIO TEV","1.002,60D","301.645,43D"
2020/05/29,291231,"ENVIO TEV","2.889,04D","304.534,47D"
2020/05/29,727220,"RESG AUTOM",304534.47,0
2020/05/31,-,"SALDO FINAL",-,0
"                         Caixa Econômica Federal",,,,
"                              GovConta Caixa",,,,
"                     Extrato das Contas Individuais",,,,
,,,,
"Conta de Referência..: 0316/006/00624053-1 FUNDO MUNICIPAL DE SAUDE        ",,,,
"Data de Solicitação..: 11/05/2021 04:32:08 PM",,,,
"Data de Referência...: 01/06/2020 - 30/06/2020",,,,
,,,,
"Data Mov",Nr.Doc,Histórico,"Valor (R$)","Saldo (R$)"
2020/06/01,-,"SALDO ANTERIOR",-,0
2020/06/01,152969,"ENVIO TED","559,90D","559,90D"
2020/06/01,162893,"ENVIO TED","6.000,00D","6.559,90D"
2020/06/01,163257,"ENVIO TED","14.680,00D","21.239,90D"
2020/06/01,727220,"RESG AUTOM",21239.9,0
2020/06/02,1,"CRED TED",6624000,6624000
2020/06/02,1,"CRED TED",146475,6770475
2020/06/02,87492,"PAG BOLETO","1.000,00D",6769475
2020/06/02,107903,"ENVIO TED","330,00D",6769145
2020/06/02,108273,"ENVIO TED","126,50D",6769018.5
2020/06/02,108683,"ENVIO TED","2.288,80D",6766729.7
2020/06/02,109152,"ENVIO TED","2.492,05D",6764237.65
2020/06/02,111401,"ENVIO TED","1.920,00D",6762317.65
2020/06/02,111838,"ENVIO TED","1.577,60D",6760740.05
2020/06/02,112498,"ENVIO TED","5.121,63D",6755618.42
2020/06/02,113014,"ENVIO TED","144.480,00D",6611138.42
2020/06/02,113717,"ENVIO TED","500.000,00D",6111138.42
2020/06/02,114149,"ENVIO TED","190.989,34D",5920149.08
2020/06/02,117277,"ENVIO TED","105.887,50D",5814261.58
2020/06/02,990001,"APL AUTOM","5.814.261,58D",0
2020/06/03,1,"CRED TED",8863572.75,8863572.75
2020/06/03,1,"CRED TED",204243.98,9067816.73
2020/06/03,1,"CRED TED",855749.01,9923565.74
2020/06/03,1,"CRED TED",17000,9940565.74
2020/06/03,1,"CRED TED",30872.13,9971437.87
2020/06/03,1,"CRED TED",207735.33,10179173.2
2020/06/03,1,"CRED TED",7500,10186673.2
2020/06/03,1,"CRED TED",1470,10188143.2
2020/06/03,1,"CRED TED",27930,10216073.2
2020/06/03,1,"CRED TED",20960.49,10237033.69
2020/06/03,1,"CRED TED",28944.09,10265977.78
2020/06/03,30818,"ENVIO TEV","191.940,00D",10074037.78
2020/06/03,30818,"ENVIO TEV","150.000,00D",9924037.78
2020/06/03,30820,"ENVIO TEV","120.534,10D",9803503.68
2020/06/03,31043,"ENVIO TEV","100.000,00D",9703503.68
2020/06/03,31512,"ENVIO TEV","23.675,50D",9679828.18
2020/06/03,31512,"ENVIO TEV","702,00D",9679126.18
2020/06/03,31512,"ENVIO TEV","148.015,10D",9531111.08
2020/06/03,109597,"ENVIO TED","39.672,52D",9491438.56
2020/06/03,110233,"ENVIO TED","12.654,67D",9478783.89
2020/06/03,110795,"ENVIO TED","71.278,09D",9407505.8
2020/06/03,113341,"ENVIO TED","36.846,57D",9370659.23
2020/06/03,145773,"ENVIO TED","9.582,84D",9361076.39
2020/06/03,146632,"ENVIO TED","1.004,40D",9360071.99
2020/06/03,147414,"ENVIO TED","11.908,85D",9348163.14
2020/06/03,147967,"ENVIO TED","800,00D",9347363.14
2020/06/03,150306,"ENVIO TED","468,85D",9346894.29
2020/06/03,152735,"ENVIO TED","9.548,00D",9337346.29
2020/06/03,153172,"ENVIO TED","35.616,34D",9301729.95
2020/06/03,153518,"ENVIO TED","790,38D",9300939.57
2020/06/03,154228,"ENVIO TED","2.691,17D",9298248.4
2020/06/03,154851,"ENVIO TED","5.132,36D",9293116.04
